ChanQual,Exp_collection,Expi,WebCam,comments,ephysFN,expControlFN,pref_chan,pref_unit,stim_size,stimuli
5,BigGAN_FC6,NaN,,"Gen BG. Start at 1001. Ch 20 (0,2) 4 1 hash. I plugged in both arrays today. Look okay, getting some decent units/channels. But not super stable. Psth for 20 doesnt look promising. 23 blocks complete, nothing. Stop at 1020.",Beto-30112020-002,201130_Beto_generate_BigGAN(1),20,NaN,4,N:\Stimuli\2020-BigGAN\2020-11-30-Beto-01\2020-11-30-10-01-08
5,BigGAN_FC6,NaN,,"BG ch 33 (0,0) 2 1 hash. Start 952.psth looks okay, channel sounds/looks stable. Block 6, fc6 is climbing. hard to see with small image but looks to be evolving black/white. Oh no, natural images dropped in block 14. 21 blocks stop at 1010.",Beto-04122020-002,201204_Beto_generate_BigGAN(1),33,NaN,2,N:\Stimuli\2020-BigGAN\2020-12-04-Beto-01\2020-12-04-09-52-18
5,BigGAN_FC6,NaN,,"CH 57 (0,0) 2 1 hash. Start 1012. Right off the start, fc6 psth is high. 8 blocks in, looks goo, stable. Fc6 climbing, BG high but not climbing up. 18 blocks stop at 1030.",Beto-04122020-003,201204_Beto_generate_BigGAN(2),57,NaN,2,N:\Stimuli\2020-BigGAN\2020-12-04-Beto-02\2020-12-04-10-12-46
5,BigGAN_FC6,NaN,,"CH 36 (0,0) 2 1 hash gen BG. Start at 821. Psth looks good to start off. Channel is stable so far. Block 10, fc6 is climbing , bg is as high as fc6 but pretty level, not climbing. Both climbing! 20 blocks stop at 840.",Beto-08122020-002,201208_Beto_generate_BigGAN(1),36,NaN,2,N:\Stimuli\2020-BigGAN\2020-12-08-Beto-01\2020-12-08-08-21-42
1,BigGAN_FC6,NaN,,"BG gen start at 948. CH 19 SU. (0,0) 3 1. cmaes, fc6
Block 4, I can hear it starting to pop with the images.
Block 10, looks to be climbing.
Peaked around block 13, flattening out now.
Spoke too soon, still climbing a bit at block 20
Image is white/blue/gray. With little black face/arm on left side
30 blocks stop at 1003",Beto-13042021-002,210413_Beto_generate_BigGAN,19,NaN,3,N:\Stimuli\2020-BigGAN\2021-04-13-Beto-01\2021-04-13-09-48-15
5,BigGAN_FC6,NaN,,"CH 29 hash (0,0) 3 degrees. Cmaes fc6.
Start at 1050. Block 10, looks to be climbing! Sounds visually responsive!
31 blocks complete stop at 1105. Climbed!!",Beto-27042021-002,210427_Beto_generate_BigGAN(1),29,NaN,3,N:\Stimuli\2020-BigGAN\2021-04-27-Beto-01\2021-04-27-10-49-29
5,BigGAN_FC6,NaN,,"CH 12 (0,-2) hash, 3 degrees. Cmaes fc6. Start at 1106.
6 blocks in, not looking great. 12 blocks stop, nothing. 1112. DID NOT CLIMB",Beto-27042021-003,210427_Beto_generate_BigGAN(2),12,NaN,3,N:\Stimuli\2020-BigGAN\2021-04-27-Beto-02\2021-04-27-11-05-57
5,BigGAN_FC6,NaN,,"Ch 9 (0,0) 4 degrees. Hash. Start at 1114. Nope, 10 blocks, not looking promising
Stop after 13 blocks, 1122, not successful",Beto-27042021-004,210427_Beto_generate_BigGAN(3),9,NaN,4,N:\Stimuli\2020-BigGAN\2021-04-27-Beto-03\2021-04-27-11-14-37
5,BigGAN_FC6,NaN,,"Ch 25(0,0) 4 degrees. Hash. Cmaes fc6. Start at 1123. 15 blocks stop at 1132. Nothing. DID NOT CLIMB",Beto-27042021-005,210427_Beto_generate_BigGAN(4),25,NaN,4,N:\Stimuli\2020-BigGAN\2021-04-27-Beto-04\2021-04-27-11-23-11
1,FC6Evol_Decomp;BigGAN_FC6,NaN,,"002 Evol BigGAN
2   [0.6  -1.8]   4  1  'CMAES_Hessian'  FC6
2   [0.6  -1.8]   4  1  'CMAES'  BigGAN
SU 1/5 beautiful
SU 1/5  high quality SU!
FC6 greeat evolution ! 3 spk/sec -> 17spk/sec -> 21 spk/sec
BigGAN stay put.
Indeed for this V4 unit, the FC6 evolved from the start BigAN didn t response
BigGAN evolved a bit but not as strong as FC6
F**K BigGAN caught up at around 13 gens.
FC6 ~ 24 spk/sce 
BigGAN ~ 15 spk/sec
OK now they crossed their path.
Wow.... crazy evolution!
Wow BigGAN surpass FC6 around gen 24
Both stays around 31 spk/sec at the end.
Baseline and response to control are both super low!
IT SEEMS LIKE THE CHOKER or NECK part of the face.
Monkey performance is super high.
38mins, 40 blocks for 2 threads super efficient! Great job beto!",Beto-20122021-002,211220_Beto_generate_BigGAN,2,1,4,N:\Stimuli\2021-EvolDecomp\2021-12-20-Beto-01\2021-12-20-12-50-36
2,FC6Evol_Decomp;BigGAN_FC6,NaN,,"002  Evolution BigGAN
Channel 12 BigGAN vs FC6
SU2/5
12  [2.6  -2.0]  4  1 FC6 CMAES_Hessian
12  [2.6  -2.0]  4  1 BigGAN (full space) CMAES
Good separation sparse signal good for evolution!
Dissimilar to channel 2 the BigGAN did well first
Monkey is doing fantastic job. Starting from
5->11->
FC6 shoot up!
BigGAN shoot up around 14 gens. ?????????
Both shoot up around 15 gens, go far beyond the natural reference. ????????
Wow both stay really high but one has a disk one has the curves.
Both are around 25, really on par with each other.
Both stuck around 25 quite stable. But still not so much similarity is found. In the evolved images.
OK at this final stage, BigGAN > FC6, BigGAN around 33, FC6 around 25
BigGAN keep going up! WOW....rrr
5->5
Interestingly, FC6 fall down the hill but BigGAN stayes herye.
38.5 mins, 45 blocks for 2 threads pretty efficient!
Completed",Beto-22122021-002,211222_Beto_generate_BigGAN,12,1,4,N:\Stimuli\2021-EvolDecomp\2021-12-22-Beto-01\2021-12-22-12-42-36
4,FC6Evol_Decomp;BigGAN_FC6,NaN,,"003 Evol BigGAN
64  [0  0]  3  1  FC6   CMAHess
64  [0  0]  3  1  BigGAN   CMA
Fixed the reference image problem 
BigGAN definitely evolved. 160->220 very stable.
BigGAN rise dramatically ->260 at gen 8 and 9
FC6 evolved too at around 15. The two threads meet each other at 17 blocks ~ 200
Dog face vs ?
FC6 evolved but not ….as high...
Getting closer around gen 22.
The PSTH were nearly indistinguishable around gen 23! Really matched each other. ~ 250
Great experiment!
Super cool evolution traces.
WTF, FC6 exceeds BigGAN at around 30gens …. crazy!
I feel it's the nose of the animal.
Why Beto Keeps pumping out great data (while losing weight)
The final PSTHs are really similar to each other.
2.5 
0.5 
005 
0.1 
0.2 
025 
SUPER efficient 28min 40 blocks.
Mean activation are indistinguishable,
266.43 vs 261.480
complete",Beto-04012022-003,220104_Beto_generate_BigGAN,64,1,3,N:\Stimuli\2021-EvolDecomp\2022-01-04-Beto-01\2022-01-04-12-50-04
4,FC6Evol_Decomp;BigGAN_FC6,NaN,,"002 Evol BigGAN FC6
42  [0.5  0.0]   3   1   FC6
42  [0.5  0.0]   3   1   BigGAN
MU 4/5, clear PSTH should be easy to evolve.
once again BigGAN evolved first.
BigGAN jumped up at gen 10. FC6 is slow...
So now BigGAN becomes a shwpe In the nowhere.
FC7 slowly evolved too.
Actually we can estimate the repitition suppression precisely from the response to natural images.
And then use it to correct for repitition suppression in the evolved images.
Both evolved well.
at gen 23 two threads are quite comparable.
Monkey is more tired than before. Slept quite a bit.
jumped up again at gen 27
wow the two gets really comparable around gen 28
OK once again FC6 surpass BigGAN at the last stage.
Alternate and comparable at last stage.
0.682
44mins 46 blocks",Beto-05012022-002,220105_Beto_generate_BigGAN,42,1,3,N:\Stimuli\2021-EvolDecomp\2022-01-05-Beto-01\2022-01-05-12-21-35
5,FC6Evol_Decomp;BigGAN_FC6,NaN,,"002  Generate BigGAN FC6
55  [1.3  -0.4]  4  1  FC6 
55  [1.3  -0.4]  4  1   BigGAN CMA
55 has weaker signal, flucturating
55 MU 5/5 very hashy
As expected from history record, this evolution is not very good..... risky risky....
It evolved a little bit.... small effect size.
I feel it's possible for biggan to jump
today evolu is harder monkey sleep a lot/
FC6 Jumped up and matched at 27
Generally this is super flat... not much to be doen
WOW get on par at gen 30 FC6 40->64
FC6 stays around 60
Very much on par in the end!",Beto-07012022-002,220107_Beto_generate_BigGAN,55,1,4,N:\Stimuli\2021-EvolDecomp\2022-01-07-Beto-01\2022-01-07-12-33-37
5,FC6Evol_Decomp;BigGAN_FC6,NaN,,"003 Evolution
13   [1.3  -1.0]  3  1 'CMAES_Hessian'
13   [1.3  -1.0]  3  1 'CMAES'
MU5/5
Note this cell gabor and pasu response is comparable to BigGAN and FC6
Probably simple cell!
this guy evolved but saturated quite fast.... And BigGAN and FC6 are quite comparable.
Not this cell has an obvious OFF response!
Scores are actually dropping....
How much can we learn from these fluctuations ?
Keep fluctuating.... not good
Keep goinf up and down in a small range....
Good to see its nat image validation.
firing rate keeps dropping.
Technically this evolution succeed, but it didn't increase a lo.t r
finally BigGAN 90->104
FC6 85->88
15 
20 
25 
30 
35 
40 
45 
0.2 
0.05 
0.15 
0.2 
025 
OK it's my fault, the image shall be larger like [2.3 -1.0]  4",Beto-10012022-003,220110_Beto_generate_BigGAN(1),1,13,3,N:\Stimuli\2021-EvolDecomp\2022-01-10-Beto-02\2022-01-10-14-16-06
5,FC6Evol_Decomp;BigGAN_FC6,NaN,,"002 Evolution BiaGAN
7   [2.1  -1.0]  4  1
7   [2.1  -1.0]  4  1
7   MU 5/5
Really flat experiments.
Fluctuate between 200 and 250
Going up and down up and down .
not consistent....
could also see how it respond to natural images.
natural and statistics
Textury stuff.... not a fixed form.
The psth looks super stable..... I bet there is not much variability in natural image selectivity too.
Finally evolved a bit around gen 35
I think it just likes textury busy stuff.
Even so it's not quite stable.
However the two thread seems to converge....
to a center part with small objects.
It once spikes up to 280 and then back to 250 ….
Basically it's like a curved surface....?S",Beto-12012022-002,220112_Beto_generate_BigGAN,7,1,4,N:\Stimuli\2021-EvolDecomp\2022-01-12-Beto-01\2022-01-12-12-05-00
1,FC6Evol_Decomp;BigGAN_FC6,NaN,,"002 Evolution BigGAN in V1 …
22 [0  -0.4]  3  1  FC6
BigGAN
SU 1/5
The signal is super clean and sparse
FC6 is trying to go up and down.....
We think this is not its maximum, it's too sparse. It has to succeed somehow.
OK FC6 starts to run.
Gen 13 both get on par kind of.
BigGAN FC6 both stays up!
FC6 is definietly going up BigGAN is not.
2sp/sec -> 7 sp/sec
FC6 finally get on the right track
he slept again.
Monkey slept again.
BigGAN up and down very unstable. FC6 is ine converge around 10 sp/sec
Actually biggan is not bad interms of max value, but bad with its mean.
It has large dispersal.
47 min 45 blocks for 2 threads not bad!
Evolution Trajectory prefchan 22, 3.0 deg pos [0.0 -0.4], thread 1 
20 
15",Beto-14012022-002,220114_Beto_generate_BigGAN,22,1,3,N:\Stimuli\2021-EvolDecomp\2022-01-14-Beto-01\2022-01-14-12-55-52
4.5,FC6Evol_Decomp;BigGAN_FC6,NaN,,"002  BigGAN FC6 evolution
47    [0.0  0.0]  3   1  'CMAES_Hessian'
47    [0.0  0.0]  3   1  'CMAES'
Hash 4.5 /5 2nd unit doesn’t have good rf but 1st unit have it
Good PSTH! Promising.
Debugging eye signal for a while
definitely evolving 30->55, 30->45. for another.
F**K FC6 doing great ->65.
FC6 converge around 60~65
BigGAN no luck...
45 mins 43 blocks not too bad",Beto-26012022-002,220126_Beto_generate_BigGAN,47,1,3,N:\Stimuli\2021-EvolDecomp\2022-01-26-Beto-01\2022-01-26-13-17-44
5,FC6Evol_Decomp;BigGAN_FC6,NaN,,"002 BigGAN FC6
Chan 59 [0.6  0.1]  1  4 deg
MU 5/5
Super noisy cell but has a good RF
BigGAN is evolving.
Both evolved. BigGAN starts higher! FC6 also climbed
BG 90-> 120
FC6 78->88
Doggies are definitely evolving.
the gap narrowed at gen 22
FC6 is marginally above baseline
FC6 jumped to 100 at one moment.",Beto-14022022-002,220214_Beto_generate_BigGAN,59,1,4,N:\Stimuli\2021-EvolDecomp\2022-02-14-Beto-01\2022-02-14-13-20-24
4,BigGAN_FC6,NaN,,"002 Generate BigGAN FC6
47 [0,0 ] 3.5 unit s1sss
The BigGAN FC6 match is good!
MU 4/5
30->56/60 consistently.
Completed",Beto-06052022-002,220506_Beto_generate_BigGAN,47,1,3.5,N:\Stimuli\2020-BigGAN\2022-05-06-Beto-01\2022-05-06-13-36-52
4,BigGAN_FC6,NaN,,"002  Evolution
MU4/5
12  1  [2.0  -1.7]    4 
FC6 
BigGAN 
BigGAN evolved 4-> 8 spk . Sec in gen 12.
Some rounded thing emereges.
Neuron seems to like the rounded stuff quite much.
bigGAN shoot up to 14 spk /sec
the two threads get on par 10 spk/sec T GEN 34.
Greenish ball spherical entity.
This is one of those cells that are sparse and noisy
BigGAN 14 spk /sec
FC6  ~ 7-8 spk /sec
50 
50 
50 
gz•o 
54 blocks 2 threads 37 mins very efficient",Beto-16052022-002,220516_Beto_generate_BigGAN,12,1,4,N:\Stimuli\2021-EvolDecomp\2022-05-16-Beto-01\2022-05-16-14-44-05
5,BigGAN_FC6,NaN,,"002 BigGAN FC6 Evolution
chan 38 [0  0 ]  5 deg unit 1
This channel doesn't have a reliable receptive field. But it has pretty significant modulation by the Natural imageds
The peak images are faces and bodies of animals.
The peak firing rate could be around 200.
So we assume it should be evolvable.
Indeed BigGAN evolved a bit.
Both threads evolve to 73~ 80
raised above the baseline but still not too high.",Beto-24052022-002,220524_Beto_generate_BigGAN,38,1,5,N:\Stimuli\2021-EvolDecomp\2022-05-24-Beto-01\2022-05-24-15-13-01
5,BigGAN_FC6,NaN,,"002 BigGAN FC6 evol
[1.3  -1.2]  1 4
MU 5/5
150 -> 220 / 240.",Beto-31052022-002,220531_Beto_generate_BigGAN,8,1,4,N:\Stimuli\2021-EvolDecomp\2022-05-31-Beto-01\2022-05-31-13-26-33
5,BigGAN_FC6,NaN,,"003 Generate BigGAN
64  MU5/5
[0  0]  5 deg rc
FC6   CMAES Hessian
BigGAN  CMAES
Both threads pretty successful.
from 70/60 -> 136, both converge to pretty good and comparable results.
Just the firing rate differs.
56 blocks
Really good experiments!",Beto-07062022-003,220607_Beto_generate_BigGAN,64,1,5,N:\Stimuli\2021-EvolDecomp\2022-06-07-Beto-01\2022-06-07-13-29-46
NaN,BigGAN_FC6_sep,0,,"Generate integrated start at 951.
CH 12 (0, -0.5) 3 1 CMAES. Hash. It had great rf.
Sounds visually responsive, lets hope it climbs.
Block 10, climbing, image is black curve/ball.
Possibly peak at 25 blocks. Still going up
White background black ball on leftside, face/monkey furry on right.
35 blocks complete stop at 1104. Complete
Entered into Project_BigGan",Alfa-21072020-002,200721_Alfa_generate_integrated(1),12,1,3,N:\Stimuli\2020-Evolutions\2020-07-21-Alfa-01\2020-07-21-09-51-23
NaN,BigGAN_FC6_sep,0,,"Same thing, but with Big gan
Generate big gan start at 1006.
CH 12 (0, -0.5) 3 1 CMAES. Hash.
Starting off with some cute/weird dogs.
Climbing at block 13, image is still a weird furry creature. 36 blocks complete. Stop at 1018.
Image was always a fuzzy animal. Checked in betos rig, changed settings to match his, we are trying again with new gan settings in code. Complete
Entered into Project_BigGan",Alfa-21072020-003,200721_Alfa_generate_BigGAN(2),12,1,3,N:\Stimuli\2020-BigGAN\2020-07-21-Alfa-01\2020-07-21-10-06-15
NaN,BigGAN,NaN,,"Generate big gan start at 1019.
CH 12 (0, -0.5) 3 1 CMAES. Hash.
Now its just monkeys. Well now we know that works. 15 blocks complete stop at 1023. Complete
Entered into Project_BigGan",Alfa-21072020-004,200721_Alfa_generate_BigGAN(3),12,1,3,N:\Stimuli\2020-BigGAN\2020-07-21-Alfa-02\2020-07-21-10-19-14
NaN,BigGAN,NaN,,"Same thing, but with Big gan
Generate big gan start at 1029.
CH 12 (0, -0.5) 3 1 CMAES. Hash.
Okay it did not start as dogs this time? Maybe I had a dog class picked without knowing it? I hope the generate is reliable. Block 10, it is climbing, black object. 43 block com at 1040. Complete
Entered into Project_BigGan
Generate int. Start at 1043.
Ch 29 (0, 0) 3 SU 2/5. Had great rf. Nothing didn’t go anywhere stop at 1048.  didn’t save.",Alfa-21072020-005,200721_Alfa_generate_BigGAN(4),12,1,3,N:\Stimuli\2020-BigGAN\2020-07-21-Alfa-03\2020-07-21-10-28-52
1,BigGAN_FC6_sep,NaN,,"Gi start at 1051.
Ch 1 (-4, -2.5) 4 1  SU 1/5. Very pretty unit. CMAES
It has got to climb. Sounds VR. Added 100 ml juice.
Climbing at block 16!! Making a red/brown ball. Starting to be testy, well get it. 26 com at 1106. Complete
Entered into Project_BigGan",Alfa-21072020-007,200721_Alfa_generate_integrated(3),1,1,4,N:\Stimuli\2020-Evolutions\2020-07-21-Alfa-02\2020-07-21-10-51-34
1,BigGAN_FC6_sep,NaN,,"Big gan start at 1108.
Ch 1 (-4, -2.5) 4 1  SU 1/5. BigGan
Blasting him. Block 14 possibly climbing. Making dog/bird/ferret things. 26 com stop at 1124. Complete
Entered into Project_BigGan
7/22/20. Updated big gan code to allow for multiple threads at once.
Do fc6 and biggan class 1128 0.7",Alfa-21072020-008,200721_Alfa_generate_BigGAN(5),1,1,4,N:\Stimuli\2020-BigGAN\2020-07-21-Alfa-04\2020-07-21-11-08-33
NaN,BigGAN_FC6,NaN,,"Generate big Gan. Ch 6 (0, -3.5) 3 1 CMAES for fc6 and biggan class. Ugh hes not wanting to fixate. Added juice.. CH 6 SU 1/5. Hes only had 75 ml so far. Upped him to 200 plus aq rew. 5 blocks in 22 min.... geez, he got to the juice and now he is doing okay. 10 blocks stop at 1103. Complete, may not keep",Alfa-22072020-002,200722_Alfa_generate_BigGAN(3),6,NaN,3,N:\Stimuli\2020-BigGAN\2020-07-22-Alfa-01\2020-07-22-10-30-01
NaN,BigGAN_FC6,NaN,,"Ch 16 (0,0) 3 1, CMAES and bigGan class . Start at 1105. I am trying one with rf in center and see if that helps his work ethic. Stop at 1121. Complete, may not keep
7/22/20. Alfa did not work great today. Not fixating, did not want to work. He got 200 mL total over 1 hour. After return to cage, we discovered he pooped in his chair.... could be the culprit
7/23/20, chlorhexidine. In rig at 1015. 3, 5, 6, 7,",Alfa-22072020-003,200722_Alfa_generate_BigGAN(4),16,NaN,3,N:\Stimuli\2020-BigGAN\2020-07-22-Alfa-02\2020-07-22-11-05-32
NaN,BigGAN_FC6,NaN,,"Generate big Gan start at 1033.
CH 3 (0, -3) 3 1 CMAES. Fc6 and BigGan class. CH 3 MU 1/5
Block 5, biggan is climbing quick!!
Psth from black lines are looking good, its got to climb!
Looks like both are climbing at 25. Looks like they peaked around 25 blocks. 36 blocks stop at 1102.  complete",Alfa-23072020-002,200723_Alfa_generate_BigGAN(2),3,NaN,3,N:\Stimuli\2020-BigGAN\2020-07-23-Alfa-01\2020-07-23-10-33-01
NaN,BigGAN_FC6,NaN,,"CH 6 (-0.3, -3.3) 3 1 CMAES fc6 and bigGan. 
CH 6 hash, rf looked good. Omg, possible SU in 6. I will try after this.
At block 12, gan has really climbed, fc6 not so much...both going up at 16.
27 blocks stop at 1130
complete",Alfa-23072020-003,200723_Alfa_generate_BigGAN(3),6,NaN,3,N:\Stimuli\2020-BigGAN\2020-07-23-Alfa-02\2020-07-23-11-06-08
2,BigGAN_FC6,NaN,,"Gen bigGan start at 1136.
CH 6 (0, -3) 3 1 CMAES fc6 and bigGan class. SU 2/5 this time.
 Added 50 mL juice. 20 blocks com stop at 1205.
complete",Alfa-23072020-005,200723_Alfa_generate_BigGAN(4),6,NaN,3,N:\Stimuli\2020-BigGAN\2020-07-23-Alfa-02b\2020-07-23-11-36-31
NaN,BigGAN_FC6,NaN,,"CH 28 (-2, -2.5) 4 1 cmaes fc6 and bigGan class.
Start at 947. Hes working well today. Good job alfaman. Looks like biggan is climbing. Big gan still climbing 15. Biggan shot up at 28. Fc6 still nothing. 37 blocks com. Stop at 1012. Biggan climbed, fc6 did not. Image was very simple white background with one object. Complete",Alfa-27072020-002,200727_Alfa_generate_BigGAN(1),28,NaN,4,N:\Stimuli\2020-BigGAN\2020-07-27-Alfa-01\2020-07-27-09-47-40
NaN,BigGAN_FC6,NaN,,"CH 2 (-2, -3.5) 3 1 cmaes. Fc6 and bigGan. Start at 10:18.
BigGan maybe climbing at 19. Biggn is making a black furry ball. 32 blocks complete. Biggan climbed a tiny bit, fc6 was close, but did not climb. Complete
Moved to project validate>>>>",Alfa-27072020-003,200727_Alfa_generate_BigGAN(2),2,NaN,3,N:\Stimuli\2020-BigGAN\2020-07-27-Alfa-02\2020-07-27-10-18-57
2,BigGAN_FC6,NaN,,"Biggan start at. 1056
CH 27 (-0.2, -0.2) 3 1 CMAES fc6 vs BigGan. SU 2/5. Very active unit, sounds vr.
15 blocks, both are climbing slightly. Hes working well. 20 blocks, both still climbing slightly. It also likes natural images too. Looks done at block 33. 1126. Both climbed, just not much. Biggan made dog on left side, f6c was kinda busy.  Complete",Alfa-28072020-002,200728_Alfa_generate_BigGAN(1),27,NaN,3,N:\Stimuli\2020-BigGAN\2020-07-28-Alfa-01\2020-07-28-10-56-05
NaN,BigGAN_FC6,NaN,,"Generate bigGan start at 1157. Fc6 and BigGan.
Ch 9  (–2.2, -2.2) 4 1 CMAES. Hash, rf looked good.
Replaced 150 ml water for juice. Block 10, bigGan is climbing, fc6 not yet. But the 2 evolutions do look similar, both gray blobby so far. 18 blocks, bigGan doing well, fc6 still nothing....... hes almost done, blasting him. 21 at 1233. Fc6 stayed flat(may have climbed a tiny bit) GinGan climbed.  Complete",Alfa-28072020-004,200728_Alfa_generate_BigGAN(2),9,NaN,4,N:\Stimuli\2020-BigGAN\2020-07-28-Alfa-02\2020-07-28-11-57-40
NaN,BigGAN_FC6,NaN,,"003 starts 15:18
Same setting as 002
32  [-4 -4]  4  1  'CMAES'  'fc6'
32  [-4 -4]  4  1  'CMAES'  'BigGAN_class'   0.7 * truncnorm
BigGAN is doing great, climb like crazy since gen 8
GC6 GAN Climbs as well.
both are successful.
Both are pretty successful.
FC6 GAN is still climbing ~ 20-25 But I still cannot see a clear shape there.
BigGAN Stuck in the middle for a while.
2 threads begin to converge again.
So CMA is definitely struggling. BigGAN thread is oscilating....One gen good one gen bad, Seems to me like an overshoot problem.
29 min.
So BigGAN CMA is finding something but not stable.
Completed",Alfa-29072020-003,200729_Alfa_generate_BigGAN(2),32,NaN,4,N:\Stimuli\2020-BigGAN\2020-07-29-Alfa-01\2020-07-29-15-19-16
NaN,BigGAN,NaN,,"004 starts 15:52
BigGAN class space  New optimizer CMAES-Hessian
32  [-4 -4]  4  1  'CMAES_Hessian'
Pilot test
Start climbing around gen 6.
Late activity is recruited largely.
CMAES grows slowly. But in a steady pace.
Finally match FC6 generation from last",Alfa-29072020-004,200729_Alfa_generate_BigGAN(3),32,NaN,4,N:\Stimuli\2020-BigGAN\2020-07-29-Alfa-02\2020-07-29-15-54-57
NaN,BigGAN_FC6,NaN,,"Gen biggan start at 1051.
Ch 7  hash. (-0.5, -0.5) 3 1 CMAES fc6 and BigGan class.
 Block 8, biggan climbing, fc6 not yet....both climbing at 12 blocks!!!
Wahooo both climbing still at 21. Monkey not working. Ugh, might be last exp. Fc6 totally making grape in lower left corner. Biggan making dog? 224 blocks complete stop at 1139. Both climbed but fc6 was more successful",Alfa-30072020-005,200730_Alfa_generate_BigGAN,7,NaN,3,N:\Stimuli\2020-BigGAN\2020-07-30-Alfa-01\2020-07-30-10-51-34
NaN,BigGAN_Hessian,1,,"Gen bigGan fc6 vs BigGan class. start at 954. 
CH 22 SU 2/5. (0, -2.5) 3 1 CMAES for both. They are both climbing slightly. 30 blocks complete stop at 1021. SUcsessful!!!  ",Alfa-04082020-002,200804_Alfa_generate_BigGAN,22,NaN,3,N:\Stimuli\2020-BigGAN\2020-08-04-Alfa-01\2020-08-04-09-54-25
NaN,BigGAN_FC6,NaN,,"Gen bigGan fc6 vs BigGan class. start at 1054. 
CH 14 SU hash. (0, -2.5) 3 1 CMAES for both. Stop at 1121. 18 blocks.",Alfa-04082020-004,200804_Alfa_generate_BigGAN(1),14,NaN,3,N:\Stimuli\2020-BigGAN\2020-08-04-Alfa-02\2020-08-04-10-54-57
NaN,BigGAN_Hessian,2,,"Generate biggan start at 1018. Fc6 vs BigGan class, both with cmaes optimizer 
CH 6 (-0.3, -3) 3 1  cmaes. Hash.  
At block 21, not climbing ….. gan climbed a little but not steady, more up and down. Biggan is making a grape/applelooking object, fc6 not doing much. Stop 29 blocks com at 1048 
I tried doing hessian selectivity with this, it was working earlier..... now its not? It said not enough memory, I ran the pytorchcuda command in matlab and it still telling me  not enough memory error? Idk.  
Binxu: Yeah not enough memory is a common issue in these experiments. Usually if we restart the python kernel / session in Spyder memory will be released.  
Generate biggan start at 1103. Fc6 vs BigGan class, both with cmaes optimizer 
CH 29 (0.5, -2.5) 3 1  cmaes. SU 2/5, stop at 14 blocks, nothing. Did not save ",Alfa-06082020-002,200806_Alfa_generate_BigGAN,6,NaN,3,N:\Stimuli\2020-BigGAN\2020-08-06-Alfa-01\2020-08-06-10-18-55
NaN,BigGAN_FC6,NaN,,"Generate biggan start at 1142. Fc6 vs BigGan class, both with cmaes optimizer 
CH 15 (0, 0) 3 1  cmaes. Hash.  
Both climbing. 22 block stop at 1205 ",Alfa-06082020-005,200806_Alfa_generate_BigGAN(2),15,NaN,3,N:\Stimuli\2020-BigGAN\2020-08-06-Alfa-02\2020-08-06-11-41-51
NaN,BigGAN_FC6,NaN,,"Gen big gan start at 932. 
CH 6 (0, -2.6) 3 1 CMEAS SU 1/5, sounds great. Very VR 
Binxu wanted to redo Hes selectivity for this channel but now it is a SU, I am going to evolve and do Hes first. Block 11, looks like gan is climbing, fc6 not yet. Block 18, neither climbing.... looks like fc6 is making something red tho. 26 blocks stop at 954. Neither climbed. :( ",Alfa-10082020-002,200810_Alfa_generate_BigGAN(1),6,NaN,3,N:\Stimuli\2020-BigGAN\2020-08-10-Alfa-01\2020-08-10-09-32-31
NaN,BigGAN_FC6,NaN,,"Gen big gan start at 1000 
CH 19 (1, -3) 4 1 CMEAS hash. It’s a quiet channel but sounds visually responsive.  
Block 12, looks like biggan is climbing. 24 blocks at 1029, both climbed, biggan for sure, fc6 was very slight ",Alfa-10082020-003,200810_Alfa_generate_BigGAN(2),19,NaN,4,N:\Stimuli\2020-BigGAN\2020-08-10-Alfa-02\2020-08-10-09-59-48
NaN,BigGAN_FC6,NaN,,"Ch 6 evolving to hash (using whole ch, not separated). (-0.3, -3) 3 1 CMAES. Fc6 vs biggan. Start at 1117. Biggan climbing at ch 8. now fc6 is going up too. Ehhh, kinda up and down, not quite a climb at 12. Nothing... neither climbed at 21. Okay, they may have climbed a tiny bit.  
Selectivity of CH 19s biggan evolution hess images. 
Ugh python not work, giving us T error?  ",Alfa-10082020-005,200810_Alfa_generate_BigGAN(3),NaN,NaN,NaN,N:\Stimuli\2020-BigGAN\2020-08-10-Alfa-03\2020-08-10-11-16-31
NaN,BigGAN_Hessian,3,,"CH 29 (0, -2) 4 1 CMAES, fc6 vs BigGan. Start at 9:51. Now that I selected the whole channel, it looks better, SU kinda disappeared. Biggan is taking off at block 6. nothing from fc6 yet. Hmm. Block 9, biggan climbing like crazy, natural images and fc6 are flat. Alfa not working great today. Swapped to juice. 350 total staring amount, hes had 100 so far. Block 16, still nothing form fc6 BUT, when you listen, the channel is more responsive to the gan iamges, you can totally hear it when they flash. 23 blocks at 1023. Only Biggan climbed. 
Doing python hess code, start at 1024 ",Alfa-12082020-003,200812_Alfa_generate_BigGAN(2),29,NaN,4,N:\Stimuli\2020-BigGAN\2020-08-12-Alfa-01\2020-08-12-09-51-49
NaN,BigGAN_FC6,NaN,,"002 at 1231 PM 
29 (0,-2) 4 1 CMAES, for fc6 and big gan 
starting with low-norm images 
big gan climbed, not fc6. Interesting. Let's do a single fc6 
completed ",Alfa-13082020-002,200813_Alfa_generate_BigGAN,29,NaN,4,N:\Stimuli\2020-BigGAN\2020-08-13-Alfa-01\2020-08-13-12-31-20
